"","PROBEID","ENTREZID","SYMBOL","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"222531_s_at","222531_s_at","55745","AP5M1","adaptor related protein complex 5 subunit mu 1",0.342109219319829,8.72094186025638,1.38318844811079,0.180214660686166,0.445673154984435,-5.22317488085412
"213756_s_at","213756_s_at","3297","HSF1","heat shock transcription factor 1",0.339921787509731,5.25435976797533,1.38286024154113,0.180313948244696,0.445699999584732,-5.22359013428948
"229055_at","229055_at","8111","GPR68","G protein-coupled receptor 68",-0.346055599464954,7.01379213439751,-1.38244147883904,0.180440693425119,0.445794654344412,-5.22411984163237
"227122_at","227122_at","163049","ZNF791","zinc finger protein 791",-0.374131099777437,7.31514579763256,-1.38179850589313,0.180635436917899,0.446057129870756,-5.22493289937743
"212977_at","212977_at","57007","ACKR3","atypical chemokine receptor 3",-0.28973166861287,5.50808261821927,-1.3810501173792,0.180862318508109,0.446188240562657,-5.22587886017158
"222422_s_at","222422_s_at","80762","NDFIP1","Nedd4 family interacting protein 1",0.395736205299839,8.40482052276407,1.38103933030312,0.180865590370934,0.446188240562657,-5.22589249187238
"226003_at","226003_at","55605","KIF21A","kinesin family member 21A",-0.366134001908274,5.8728693086334,-1.38003617789425,0.181170064907609,0.446720707991365,-5.22715979344573
"219558_at","219558_at","79572","ATP13A3","ATPase 13A3",0.375816749604354,6.37998854910417,1.37952072764467,0.181326671127311,0.446888226152396,-5.22781067223752
"224446_at","224446_at","84298","LLPH","LLP homolog, long-term synaptic facilitation factor",0.357273726826644,8.52332458423298,1.37642374867059,0.182269867781739,0.448874968209812,-5.23171706549202
"203590_at","203590_at","1783","DYNC1LI2","dynein cytoplasmic 1 light intermediate chain 2",-0.287099593755817,9.07318842201882,-1.37628922752269,0.18231092458839,0.448874968209812,-5.23188657814472
"204507_s_at","204507_s_at","5534","PPP3R1","protein phosphatase 3 regulatory subunit B, alpha",0.417425704002063,6.22183999893022,1.37560901722667,0.18251864172836,0.449166969878385,-5.23274351179276
"232517_s_at","232517_s_at","85441","HELZ2","helicase with zinc finger 2",-0.271291907489656,6.31682827434207,-1.37517054830697,0.182652637119774,0.449277350455665,-5.23329571007834
"226071_at","226071_at","54507","ADAMTSL4","ADAMTS like 4",0.515640500901713,7.03340867000504,1.37435093087683,0.182903319693437,0.449674503051182,-5.23432752346042
"202283_at","202283_at","5176","SERPINF1","serpin family F member 1",0.445934810214068,8.49235592284286,1.37243858094978,0.183489276731717,0.450339099223874,-5.23673297112153
"204724_s_at","204724_s_at","1299","COL9A3","collagen type IX alpha 3 chain",0.386417333746608,5.67077732251664,1.37218311417859,0.183567665802576,0.450339099223874,-5.23705409740676
"237040_at","237040_at","143884","CWF19L2","CWF19 like cell cycle control factor 2",0.442622258950505,7.34917331311951,1.37175864291644,0.183697971868155,0.450339099223874,-5.23758755463903
"1555450_a_at","1555450_a_at","79612","NAA16","N-alpha-acetyltransferase 16, NatA auxiliary subunit",0.288309613780043,6.87659051883445,1.37140583643746,0.183806333623232,0.450339099223874,-5.2380308414468
"1552739_s_at","1552739_s_at","54879","ST7L","suppression of tumorigenicity 7 like",-0.306099383920723,5.11598180391668,-1.37122244618216,0.183862680471843,0.450339099223874,-5.23826122601865
"238072_at","238072_at","1198","CLK3","CDC like kinase 3",-0.269862273237369,5.08976346556982,-1.3711692020852,0.183879042334866,0.450339099223874,-5.23832810924446
"1559582_at","1559582_at","23433","RHOQ","ras homolog family member Q",-0.459661232648267,8.50308254600056,-1.37115155948241,0.183884464144764,0.450339099223874,-5.23835027073657
"239895_at","239895_at","9716","AQR","aquarius intron-binding spliceosomal factor",-0.425870649255952,4.66062356753748,-1.37113853925822,0.183888465516415,0.450339099223874,-5.2383666257436
"208781_x_at","208781_x_at","8724","SNX3","sorting nexin 3",0.394148058210305,10.2823050569885,1.37043814006195,0.184103813486066,0.450505264795058,-5.23924622173392
"1552660_a_at","1552660_a_at","55322","C5orf22","chromosome 5 open reading frame 22",0.579481658387399,5.55343119485602,1.37033048464587,0.184136931388584,0.450505264795058,-5.23938138734759
"201906_s_at","201906_s_at","10217","CTDSPL","CTD small phosphatase like",-0.449515573155795,7.34487517791154,-1.36977240693666,0.184308687640873,0.450505264795058,-5.24008193326251
"203496_s_at","203496_s_at","5469","MED1","mediator complex subunit 1",0.308282273537465,8.00294747451189,1.36975560602957,0.18431386031893,0.450505264795058,-5.24010301946123
"206756_at","206756_at","56548","CHST7","carbohydrate sulfotransferase 7",0.389277848993214,6.66368603670991,1.3687451116907,0.184625183259124,0.450921368910329,-5.24137085502111
"225579_at","225579_at","130814","SLC66A3","solute carrier family 66 member 3",0.333819587106778,9.59181582945723,1.36862233825162,0.184663036791849,0.450921368910329,-5.24152484157118
"222592_s_at","222592_s_at","51703","ACSL5","acyl-CoA synthetase long chain family member 5",0.317835456525186,8.58986520278461,1.36761427180716,0.18497407599844,0.451462151589413,-5.24278875427891
"207627_s_at","207627_s_at","7024","TFCP2","transcription factor CP2",0.38502389176863,7.7163279539575,1.3663538210286,0.185363570583014,0.451711224252486,-5.24436800746748
"244881_at","244881_at","89782","LMLN","leishmanolysin like peptidase",-0.303667727251341,6.82289952664477,-1.36617685889895,0.185418305842695,0.451711224252486,-5.24458963037597
"1552287_s_at","1552287_s_at","172","AFG3L1P","AFG3 like matrix AAA peptidase subunit 1, pseudogene",-0.356678712159459,8.72891907956351,-1.36608484269808,0.185446771950969,0.451711224252486,-5.24470485962999
"1552868_at","1552868_at","148046","CIRBP-AS1","CIRBP antisense RNA 1",-0.283696464198973,5.62200301169855,-1.36594341019765,0.185490532201595,0.451711224252486,-5.24488195880686
"201136_at","201136_at","5355","PLP2","proteolipid protein 2",0.317391909605467,11.2901137331085,1.36583444362339,0.185524252817985,0.451711224252486,-5.2450183942569
"238434_at","238434_at","140775","SMCR8","SMCR8-C9orf72 complex subunit",0.416914908469918,7.40953569501431,1.36484624089667,0.185830281440803,0.452237865022524,-5.24625529145992
"227159_at","227159_at","84514","GHDC","GH3 domain containing",-0.297240743193124,7.34394581156537,-1.36380099173772,0.18615440984324,0.452744618341403,-5.24756277401995
"214578_s_at","214578_s_at","6093","ROCK1","Rho associated coiled-coil containing protein kinase 1",0.347665219600128,8.09275315811659,1.36359553622206,0.186218173377327,0.452744618341403,-5.24781967559828
"225668_at","225668_at","134145","ATPSCKMT","ATP synthase c subunit lysine N-methyltransferase",-0.327416645255354,6.15392479432823,-1.36045483509416,0.187195043153038,0.454900201297644,-5.25174276246324
"218379_at","218379_at","10179","RBM7","RNA binding motif protein 7",0.448253633266726,7.20282912934436,1.35970532602719,0.187428763328379,0.455248658879534,-5.25267786000957
"224834_at","224834_at","92181","UBTD2","ubiquitin domain containing 2",0.284060069705697,7.47959817745934,1.359203953934,0.187585235065139,0.455409241198604,-5.25330313684546
"204444_at","204444_at","3832","KIF11","kinesin family member 11",-0.293932821781183,4.4515319493095,-1.35712346603262,0.188235628678944,0.456732022326971,-5.25589570745076
"217140_s_at","217140_s_at","7416","VDAC1","voltage dependent anion channel 1",0.341162422149454,8.45714702509916,1.35688165493414,0.188311337776874,0.456732022326971,-5.25619682034894
"217356_s_at","217356_s_at","5230","PGK1","phosphoglycerate kinase 1",0.633760356125222,10.8317226647258,1.35629958359722,0.188493677961499,0.456954370815755,-5.25692145394392
"1557051_s_at","1557051_s_at","100506311","HOTAIRM1","HOXA transcript antisense RNA, myeloid-specific 1",-0.45123951668643,7.33840619939833,-1.35570404317735,0.188680381372875,0.456978843842966,-5.25766258486542
"207648_at","207648_at","1821","DRP2","dystrophin related protein 2",-0.273457733842044,4.97214358635653,-1.35568895356124,0.188685113896272,0.456978843842966,-5.25768135985169
"226818_at","226818_at","219972","MPEG1","macrophage expressed 1",0.369209937840687,12.0700821646148,1.35492536227276,0.188924719431953,0.457339378451991,-5.25863121519536
"230780_at","230780_at","730091","LINC00886","long intergenic non-protein coding RNA 886",0.299968426802516,5.78793489778194,1.35382022316243,0.189271922615595,0.457824039058103,-5.26000513527111
"201089_at","201089_at","526","ATP6V1B2","ATPase H+ transporting V1 subunit B2",0.392956649150896,10.4212058287749,1.35351515097541,0.189367855995504,0.457824039058103,-5.26038423793067
"212520_s_at","212520_s_at","6597","SMARCA4","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4",-0.416841620761998,8.38901294995229,-1.35318620109575,0.189471340856642,0.457824039058103,-5.26079293200584
"223341_s_at","223341_s_at","60592","SCOC","short coiled-coil protein",0.669147995855982,6.43527356575121,1.35313236068864,0.189488282832381,0.457824039058103,-5.26085981646937
"235353_at","235353_at","23231","SEL1L3","SEL1L family member 3",-0.329643456691166,5.76902227078274,-1.35247228286471,0.189696086610322,0.45796090146162,-5.26167963099577
"229115_at","229115_at","1778","DYNC1H1","dynein cytoplasmic 1 heavy chain 1",0.418732402634483,8.83987058599974,1.35237521872124,0.189726659176957,0.45796090146162,-5.26180015594982
"243664_at","243664_at","9352","TXNL1","thioredoxin like 1",0.382206849262212,6.1532911807377,1.35194844052202,0.189861128703388,0.458066102759729,-5.26233000182632
"227601_at","227601_at","57721","METTL14","methyltransferase like 14",-0.316470739906918,7.99345639364008,-1.35133399477483,0.19005486028957,0.458140617806888,-5.26309258999379
"238539_at","238539_at","84343","HPS3","HPS3 biogenesis of lysosomal organelles complex 2 subunit 1",0.525149860556517,6.61191385110936,1.35127390116367,0.19007381584012,0.458140617806888,-5.26316715646008
"207594_s_at","207594_s_at","8867","SYNJ1","synaptojanin 1",0.440386389346093,5.72588865970432,1.35094737089993,0.190176840483644,0.458169826021782,-5.26357227897168
"228181_at","228181_at","7779","SLC30A1","solute carrier family 30 member 1",0.416830567494253,6.65001447035389,1.3499683022575,0.190486012928055,0.458537530271232,-5.26478650437072
"244248_at","244248_at","55622","TTC27","tetratricopeptide repeat domain 27",-0.370843425813636,6.31584913668946,-1.34988788041538,0.190511426267452,0.458537530271232,-5.26488620930837
"1556493_a_at","1556493_a_at","23081","KDM4C","lysine demethylase 4C",-0.628216920838618,7.80049599516011,-1.34921858411452,0.190723027623164,0.45882771323186,-5.26571579158299
"214815_at","214815_at","51592","TRIM33","tripartite motif containing 33",-0.431320575519223,5.52262820104487,-1.34801329492064,0.191104551654687,0.459313564950956,-5.26720885437097
"224764_at","224764_at","57584","ARHGAP21","Rho GTPase activating protein 21",0.2900633748781,8.0598496554584,1.34784273347017,0.191158589836334,0.459313564950956,-5.26742004806888
"201638_s_at","201638_s_at","29894","CPSF1","cleavage and polyadenylation specific factor 1",0.291340871902214,5.21156590866216,1.34771715238303,0.191198384775219,0.459313564950956,-5.26757553149465
"208621_s_at","208621_s_at","7430","EZR","ezrin",0.439381941513721,8.88390495289098,1.34530922077972,0.191962685150336,0.460665917761075,-5.2705544576023
"216976_s_at","216976_s_at","6259","RYK","receptor like tyrosine kinase",-0.300515162865193,7.30863993886422,-1.34520497342618,0.191995828355691,0.460665917761075,-5.2706833237545
"240517_at","240517_at","875","CBS","cystathionine beta-synthase",0.287750461933856,5.82081292915112,1.3450801022755,0.192035534368258,0.460665917761075,-5.27083767308247
"242711_x_at","242711_x_at","57697","FANCM","FA complementation group M",-0.333849211321538,5.22762385129164,-1.34448374002286,0.19222525210162,0.460901651090468,-5.27157465114212
"232675_s_at","232675_s_at","54963","UCKL1","uridine-cytidine kinase 1 like 1",0.316231963753293,6.8734433007991,1.3432861146929,0.192606691048542,0.461431218129183,-5.27305383080384
"203560_at","203560_at","8836","GGH","gamma-glutamyl hydrolase",0.33331842251862,4.67932590735912,1.34321542871193,0.19262922280631,0.461431218129183,-5.2731410998629
"229899_s_at","229899_s_at","441951","ZFAS1","ZNFX1 antisense RNA 1",-0.366583725340571,6.49669582705574,-1.34272708249751,0.192784943830124,0.461470607570719,-5.27374390724202
"217602_at","217602_at","5478","PPIA","peptidylprolyl isomerase A",0.34715610966999,4.89532597298102,1.34258963660338,0.19282878959205,0.461470607570719,-5.27391353507129
"201968_s_at","201968_s_at","5236","PGM1","phosphoglucomutase 1",0.330224529561315,8.48442582373093,1.34205412545653,0.192999694312063,0.461603270150542,-5.27457429238587
"214918_at","214918_at","4670","HNRNPM","heterogeneous nuclear ribonucleoprotein M",-0.410316522219866,6.26731555770285,-1.34171966407707,0.193106495645748,0.461603270150542,-5.27498686522343
"216997_x_at","216997_x_at","7091","TLE4","TLE family member 4, transcriptional corepressor",0.385817445503763,7.96441180207696,1.34148368980157,0.193181875635339,0.461603270150542,-5.27527789765394
"225132_at","225132_at","26224","FBXL3","F-box and leucine rich repeat protein 3",0.291451061631484,9.94618917110279,1.34091476089471,0.193363710073356,0.461603270150542,-5.27597939288603
"208488_s_at","208488_s_at","1378","CR1","complement C3b/C4b receptor 1 (Knops blood group)",0.465677822772801,7.00744566860745,1.34090810553117,0.193365837977248,0.461603270150542,-5.27598759753149
"215798_at","215798_at","10840","ALDH1L1","aldehyde dehydrogenase 1 family member L1",-0.263651298004338,5.65375209454355,-1.34048232812674,0.193502008968504,0.461603270150542,-5.27651241890364
"215333_x_at","215333_x_at","2944","GSTM1","glutathione S-transferase mu 1",0.364580604903606,7.73652075344455,1.34025482753991,0.193574798415426,0.461603270150542,-5.27679278278727
"202902_s_at","202902_s_at","1520","CTSS","cathepsin S",0.481962920268936,12.80433295686,1.33985354644874,0.193703241750872,0.461603270150542,-5.27728720981983
"223937_at","223937_at","27086","FOXP1","forkhead box P1",-0.472083761213028,6.90953988481511,-1.33966720665981,0.193762908700848,0.461603270150542,-5.27751676055352
"209264_s_at","209264_s_at","7106","TSPAN4","tetraspanin 4",0.412775337157357,6.57831658760108,1.33913259953908,0.193934172597519,0.461603270150542,-5.27817518980592
"230213_at","230213_at","79002","TRIR","telomerase RNA component interacting RNase",0.379858328382844,7.27527980114154,1.3390903862949,0.193947700861303,0.461603270150542,-5.27822717074363
"233924_s_at","233924_s_at","54536","EXOC6","exocyst complex component 6",0.482377373310118,6.66430267413591,1.33897938019563,0.19398327900374,0.461603270150542,-5.27836385586202
"227650_at","227650_at","51182","HSPA14","heat shock protein family A (Hsp70) member 14",0.381033341601589,6.3552293721846,1.33809221327335,0.19426780534233,0.462062170328147,-5.27945590695453
"232103_at","232103_at","10380","BPNT1","3'(2'), 5'-bisphosphate nucleotidase 1",0.286020779350939,5.46590491373123,1.33713322843799,0.194575732359118,0.462332400281489,-5.28063567386918
"214483_s_at","214483_s_at","27236","ARFIP1","ADP ribosylation factor interacting protein 1",0.571556693680482,6.28230178623622,1.33672923771067,0.194705566931324,0.462332400281489,-5.28113245927903
"205758_at","205758_at","925","CD8A","CD8a molecule",-0.407107067291815,10.1631958979544,-1.33667501399411,0.194722998518234,0.462332400281489,-5.28119912825865
"215910_s_at","215910_s_at","22862","FNDC3A","fibronectin type III domain containing 3A",0.382664700787592,6.09157842973772,1.33659615986457,0.194748350356667,0.462332400281489,-5.28129607666971
"210321_at","210321_at","2999","GZMH","granzyme H",-0.677556602012261,9.9854398649494,-1.3358228594586,0.194997105767575,0.462666854482862,-5.2822465664435
"1564637_a_at","1564637_a_at","283742","FAM98B","family with sequence similarity 98 member B",0.353244314662629,6.41109549661719,1.33558152281581,0.195074789908483,0.462666854482862,-5.28254310628946
"212720_at","212720_at","10914","PAPOLA","poly(A) polymerase alpha",0.525702054935037,8.61078080845266,1.33519801332218,0.195198288092191,0.462666854482862,-5.28301424632834
"207904_s_at","207904_s_at","4012","LNPEP","leucyl and cystinyl aminopeptidase",0.511029889555853,5.70170313381206,1.33501753079962,0.195256428469256,0.462666854482862,-5.28323592887068
"223738_s_at","223738_s_at","55276","PGM2","phosphoglucomutase 2",0.378779530713921,7.25787233849288,1.3344086696644,0.195452666136346,0.462914209270293,-5.28398359208666
"211210_x_at","211210_x_at","4068","SH2D1A","SH2 domain containing 1A",0.542207747640548,7.2503042857358,1.33263423161315,0.196025453217989,0.463797471266258,-5.28616090323116
"224173_s_at","224173_s_at","51263","MRPL30","mitochondrial ribosomal protein L30",0.461902028705357,5.51570230506934,1.33244868266046,0.196085424036615,0.463797471266258,-5.28638843815179
"204849_at","204849_at","10732","TCFL5","transcription factor like 5",0.318684076761797,7.37185963001998,1.33239842889409,0.196101668902459,0.463797471266258,-5.28645005871353
"207798_s_at","207798_s_at","11273","ATXN2L","ataxin 2 like",-0.429910187431443,7.18940967415004,-1.33198259744024,0.196236129605632,0.463897792313502,-5.28695987075893
"236134_at","236134_at","10238","DCAF7","DDB1 and CUL4 associated factor 7",-0.515125773941008,6.5039521815166,-1.3313276043045,0.196448070421668,0.464181094667233,-5.28776262343765
"1558859_at","1558859_at","401320","GARS1-DT","GARS1 divergent transcript",0.334921812179014,5.46413751597698,1.33048649875052,0.19672049548596,0.464356323261464,-5.28879298338202
"203658_at","203658_at","788","SLC25A20","solute carrier family 25 member 20",-0.304419509383983,8.8339279448828,-1.33023988968825,0.196800425496287,0.464356323261464,-5.28909497663231
"210506_at","210506_at","2529","FUT7","fucosyltransferase 7",-0.338496938450657,6.2832923801131,-1.33002168892345,0.196871169087531,0.464356323261464,-5.2893621420465
"202538_s_at","202538_s_at","25978","CHMP2B","charged multivesicular body protein 2B",0.350196998612672,8.44336266125359,1.32880800797665,0.19726502351668,0.464356323261464,-5.29084749790677
"1554105_at","1554105_at","84548","TMEM185A","transmembrane protein 185A",0.31689722105058,6.49246626926946,1.32876721880169,0.197278270795835,0.464356323261464,-5.29089739753827
"219256_s_at","219256_s_at","54436","SH3TC1","SH3 domain and tetratricopeptide repeats 1",-0.282167342529963,9.07399652415317,-1.32866734745855,0.197310709385186,0.464356323261464,-5.29101957014478
"227605_at","227605_at","9255","AIMP1","aminoacyl tRNA synthetase complex interacting multifunctional protein 1",0.307647235214436,7.04137488346739,1.32859634288239,0.197333774475025,0.464356323261464,-5.29110642530697
"235423_at","235423_at","4999","ORC2","origin recognition complex subunit 2",-0.336465188161903,7.62556479683687,-1.32847034997651,0.197374707132461,0.464356323261464,-5.291260534348
"224359_s_at","224359_s_at","84376","HOOK3","hook microtubule tethering protein 3",0.330196355819997,5.46088270924082,1.32831328628597,0.197425743378259,0.464356323261464,-5.29145263048632
"239084_at","239084_at","9342","SNAP29","synaptosome associated protein 29",0.305370080766087,6.35912039214587,1.32789363465866,0.197562155487406,0.464356323261464,-5.29196578940871
"235046_at","235046_at","8821","INPP4B","inositol polyphosphate-4-phosphatase type II B",-0.30827031787487,7.54810542984193,-1.32766978921653,0.197634948881929,0.464356323261464,-5.29223945619434
"214435_x_at","214435_x_at","5898","RALA","RAS like proto-oncogene A",0.29705471449823,7.43960167831912,1.32753399177689,0.197679119727851,0.464356323261464,-5.29240545906044
"74694_s_at","74694_s_at","79874","RABEP2","rabaptin, RAB GTPase binding effector protein 2",-0.3121199169892,8.25366202670319,-1.32738571163891,0.197727359631097,0.464356323261464,-5.29258670472167
"1557675_at","1557675_at","5894","RAF1","Raf-1 proto-oncogene, serine/threonine kinase",-0.299928066586308,8.10963590262768,-1.32708895719437,0.197823930227713,0.464356323261464,-5.2929493818645
"1558561_at","1558561_at","81502","HM13","histocompatibility minor 13",-0.30264028182859,5.77017428409581,-1.32684224948441,0.197904242532862,0.464356323261464,-5.29325084230595
"1554660_a_at","1554660_a_at","163882","CNST","consortin, connexin sorting protein",0.348139147241109,6.17095174052583,1.32512754748875,0.198463144064551,0.464974630116757,-5.29534478191005
"203938_s_at","203938_s_at","9013","TAF1C","TATA-box binding protein associated factor, RNA polymerase I subunit C",-0.311519250518268,8.50176353260417,-1.32487575962134,0.198545317171477,0.464974630116757,-5.29565206399164
"200806_s_at","200806_s_at","3329","HSPD1","heat shock protein family D (Hsp60) member 1",0.446018950679541,10.051370662428,1.32479300102892,0.198572331939831,0.464974630116757,-5.29575305182373
"215739_s_at","215739_s_at","10426","TUBGCP3","tubulin gamma complex associated protein 3",0.346559139009016,5.18988485519909,1.32463082413467,0.198625279431923,0.464974630116757,-5.29595093592179
"224686_x_at","224686_x_at","474170","LRRC37A2","leucine rich repeat containing 37 member A2",-0.378968501969906,9.85375959746975,-1.32461929653347,0.198629043381226,0.464974630116757,-5.29596500082406
"228284_at","228284_at","7088","TLE1","TLE family member 1, transcriptional corepressor",0.388738233798685,6.75604889088398,1.32377606332941,0.1989045237738,0.4652724164943,-5.2969935537584
"240230_s_at","240230_s_at","642517","AGAP9","ArfGAP with GTPase domain, ankyrin repeat and PH domain 9",-0.403363165787478,5.75065973497639,-1.32356657824982,0.198973007803666,0.4652724164943,-5.29724899183383
"225359_at","225359_at","131118","DNAJC19","DnaJ heat shock protein family (Hsp40) member C19",0.298377126272378,8.51609295612775,1.32338250224124,0.199033200389228,0.4652724164943,-5.29747341876402
"228019_s_at","228019_s_at","51023","MRPS18C","mitochondrial ribosomal protein S18C",0.323550812637166,8.52466868740209,1.32304846484277,0.199142466419767,0.465312021676229,-5.29788061220131
"223221_at","223221_at","6341","SCO1","synthesis of cytochrome C oxidase 1",0.329023079460939,7.18384335258922,1.32176582390977,0.199562462444885,0.465800927267293,-5.29944334836186
"244661_at","244661_at","6646","SOAT1","sterol O-acyltransferase 1",0.273727804951457,6.30676498425267,1.32167238544447,0.199593085505362,0.465800927267293,-5.29955714109304
"1554309_at","1554309_at","8672","EIF4G3","eukaryotic translation initiation factor 4 gamma 3",0.378464809025389,5.04976176735692,1.32156291085448,0.19962896882884,0.465800927267293,-5.29969045451182
"227458_at","227458_at","29126","CD274","CD274 molecule",-0.28698768651538,5.59491696132096,-1.3210756569714,0.199788740800651,0.465923882378698,-5.30028369754407
"224952_at","224952_at","26115","TANC2","tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2",-0.335688212097176,6.41576251891333,-1.32083846047464,0.1998665543061,0.465923882378698,-5.30057242266138
"204593_s_at","204593_s_at","54471","MIEF1","mitochondrial elongation factor 1",0.273835537294658,7.75176095774051,1.3189249097506,0.200495168897348,0.467107962112852,-5.30290006403736
"212318_at","212318_at","23534","TNPO3","transportin 3",-0.27930385152742,9.2950224142117,-1.31870480614854,0.200567573159111,0.467107962112852,-5.30316761414363
"232296_s_at","232296_s_at","85476","GFM1","G elongation factor mitochondrial 1",0.441674610506647,7.17755171747866,1.3184466305517,0.200652527375858,0.467107962112852,-5.30348139489259
"220485_s_at","220485_s_at","55423","SIRPG","signal regulatory protein gamma",-0.370934442905728,7.75831382670331,-1.31798055381293,0.200805963703149,0.467249333824501,-5.30404772185563
"224407_s_at","224407_s_at","51765","STK26","serine/threonine kinase 26",0.799881340775212,7.1429241921939,1.31748616779407,0.200968819584283,0.467412483020205,-5.30464826138998
"223254_s_at","223254_s_at","55632","G2E3","G2/M-phase specific E3 ubiquitin protein ligase",0.32055481386846,7.2215634836561,1.31716398790442,0.201075004346723,0.467443737042197,-5.30503951607066
"208109_s_at","208109_s_at","81698","LINC00597","long intergenic non-protein coding RNA 597",-0.433255959834073,5.07344865191562,-1.31435152718757,0.202003798148815,0.46929742069121,-5.30845151051583
"222931_s_at","222931_s_at","79896","THNSL1","threonine synthase like 1",-0.333035412399036,5.897692530106,-1.31401202017411,0.202116143304513,0.46929742069121,-5.30886297112978
"236707_at","236707_at","27071","DAPP1","dual adaptor of phosphotyrosine and 3-phosphoinositides 1",0.398754884179923,6.47518220428157,1.31390451914299,0.202151726254091,0.46929742069121,-5.30899323661373
"224435_at","224435_at","84293","PRXL2A","peroxiredoxin like 2A",0.324715539231295,6.28097416255848,1.31310839092057,0.202415397264027,0.469693187021498,-5.30995767117564
"220296_at","220296_at","55568","GALNT10","polypeptide N-acetylgalactosaminyltransferase 10",-0.396541798233893,7.11072223501496,-1.31263951156651,0.202570811349471,0.469792002394089,-5.3105254419059
"232436_at","232436_at","10782","ZNF274","zinc finger protein 274",-0.314074541300549,8.21846642865692,-1.31219986883838,0.202716619021237,0.469792002394089,-5.31105765306639
"210932_s_at","210932_s_at","6049","RNF6","ring finger protein 6",0.451670128492233,5.05740511393348,1.31213656621753,0.202737620080782,0.469792002394089,-5.31113427180502
"1556291_at","1556291_at","285877","POM121L12","POM121 transmembrane nucleoporin like 12",0.282210321576333,7.53252721398489,1.31158237610993,0.202921548551757,0.470002116130908,-5.31180490516496
"216266_s_at","216266_s_at","10565","ARFGEF1","ADP ribosylation factor guanine nucleotide exchange factor 1",0.461324642159783,8.03357301280451,1.30892475602254,0.203805381843345,0.471832395264335,-5.31501757948865
"219670_at","219670_at","79656","BEND5","BEN domain containing 5",-0.357224460496131,5.72857037190719,-1.30859803373232,0.203914244675545,0.47186767362936,-5.31541215619128
"200712_s_at","200712_s_at","22919","MAPRE1","microtubule associated protein RP/EB family member 1",0.490236932196993,8.78903634892139,1.30727622267911,0.20435512916477,0.472670881592677,-5.31700762797276
"227902_at","227902_at","286128","ZFP41","ZFP41 zinc finger protein",-0.359957850090881,6.25063297470265,-1.30680608473356,0.204512120088134,0.472817011579907,-5.31757476977212
"233836_at","233836_at","27327","TNRC6A","trinucleotide repeat containing adaptor 6A",-0.390335918874324,6.81090942593818,-1.30630958000326,0.204678017225811,0.472983588637362,-5.31817353000886
"210162_s_at","210162_s_at","4772","NFATC1","nuclear factor of activated T cells 1",-0.286009819463855,7.80214770242266,-1.30494447332989,0.205134679001217,0.473732388663704,-5.31981878234623
"236844_at","236844_at","22907","DHX30","DExH-box helicase 30",-0.255760662136186,4.34891916561797,-1.30477914046916,0.205190040566045,0.473732388663704,-5.32001794513516
"223643_at","223643_at","1427","CRYGS","crystallin gamma S",-0.337072252858945,5.29426555967941,-1.30442174439141,0.205309753962113,0.473791739912568,-5.32044839707887
"236220_at","236220_at","117247","SLC16A10","solute carrier family 16 member 10",-0.351774806494079,3.80702570559012,-1.30349688732923,0.205619795734168,0.474290055148835,-5.32156183905025
"209927_s_at","209927_s_at","26097","CHTOP","chromatin target of PRMT1",-0.322200825394408,7.37692332463594,-1.30311284385584,0.205748646131068,0.474290964475718,-5.32202399393
"239173_at","239173_at","10207","PATJ","PATJ crumbs cell polarity complex component",0.350472840246665,4.45269635472211,1.30267995134161,0.205893960957485,0.474290964475718,-5.32254479418685
"227236_at","227236_at","10100","TSPAN2","tetraspanin 2",0.359543175928051,5.59885513535415,1.30239897882683,0.205988321362515,0.474290964475718,-5.32288274501417
"225178_at","225178_at","151613","TTC14","tetratricopeptide repeat domain 14",-0.45268759035601,9.13062552458025,-1.30237429887474,0.205996611356616,0.474290964475718,-5.32291242683534
"217294_s_at","217294_s_at","2023","ENO1","enolase 1",0.820207816778753,10.1537744229906,1.29811575590357,0.207430933685229,0.477287569902546,-5.32802686205744
"212368_at","212368_at","23036","ZNF292","zinc finger protein 292",-0.333452685418724,9.81643501626608,-1.29777240175431,0.20754691524716,0.477287569902546,-5.32843860170832
"218820_at","218820_at","56967","C14orf132","chromosome 14 open reading frame 132",-0.42247421709498,5.40570770155518,-1.29764469075489,0.207590067546812,0.477287569902546,-5.32859172505931
"232164_s_at","232164_s_at","83481","EPPK1","epiplakin 1",0.444759215589011,5.49353453625079,1.29725320853314,0.207722388869228,0.477287569902546,-5.32906102554342
"237005_at","237005_at","442075","EMC3-AS1","EMC3 antisense RNA 1",-0.322235417963014,6.32975482961419,-1.29710762534111,0.207771612771068,0.477287569902546,-5.32923551671533
"205101_at","205101_at","4261","CIITA","class II major histocompatibility complex transactivator",0.292867676925323,7.79216959045117,1.29575149480615,0.208230575318101,0.478123963372769,-5.33086012637682
"233014_at","233014_at","3422","IDI1","isopentenyl-diphosphate delta isomerase 1",-0.342928692595395,6.55705426582624,-1.29435544766898,0.208703866496993,0.478992480484902,-5.33253103905854
"204175_at","204175_at","51042","ZNF593","zinc finger protein 593",-0.276326903155199,6.48330343618317,-1.29355992059661,0.208973940051602,0.479394018142956,-5.33348250798906
